"manufacturer","mfr.division","carline","displacement","cylinders","transmission","city.fe","hwy.fe","gears","drive.system"
"Ford Motor Company","Lincoln","Navigator 4WD",3.5,6,"Auto(S6)",15,20,6,"P"
"Ford Motor Company","Lincoln","Navigator L 4WD",3.5,6,"Auto(S6)",15,19,6,"P"
"Maserati","MASERATI","LEVANTE",3,8,"Auto(A8)",14,20,8,"A"
"Maserati","MASERATI","LEVANTE S",3,8,"Auto(A8)",14,19,8,"A"
"Mercedes-Benz","Mercedes-Benz","AMG G 63",5.5,8,"Auto(A7)",12,14,7,"4"
"Mercedes-Benz","Mercedes-Benz","AMG G 65",6,12,"Auto(A7)",11,13,7,"4"
"Mercedes-Benz","Mercedes-Benz","AMG GLE 43 4MATIC (coupe)",3,6,"Auto(A9)",17,23,9,"4"
"Mercedes-Benz","Mercedes-Benz","AMG GLE 63",5.5,8,"Auto(A7)",13,17,7,"4"
"Mercedes-Benz","Mercedes-Benz","AMG GLE 63 S",5.5,8,"Auto(A7)",13,17,7,"4"
"Mercedes-Benz","Mercedes-Benz","AMG GLE 63 S (coupe)",5.5,8,"Auto(A7)",14,18,7,"4"
"Mercedes-Benz","Mercedes-Benz","AMG GLS 63",5.5,8,"Auto(A7)",13,17,7,"4"
"Mercedes-Benz","Mercedes-Benz","G 550",4,8,"Auto(A7)",13,14,7,"4"
"Mercedes-Benz","Mercedes-Benz","GLE 350 4MATIC",3.5,6,"Auto(A7)",18,22,7,"4"
"Mercedes-Benz","Mercedes-Benz","GLE 350 4MATIC",3.5,6,"Auto(A7)",18,22,7,"4"
"Mercedes-Benz","Mercedes-Benz","GLE 400 4MATIC",3,6,"Auto(A9)",18,23,9,"4"
"Mercedes-Benz","Mercedes-Benz","GLS 450 4MATIC",3,6,"Auto(A9)",17,22,9,"4"
"Mercedes-Benz","Mercedes-Benz","GLS 550 4MATIC",4.7,8,"Auto(A9)",14,18,9,"4"
"Nissan","NISSAN","ARMADA 4WD",5.6,8,"Auto(S7)",13,18,7,"4"
"Porsche","Porsche","Cayenne",3.6,6,"Auto(S8)",18,24,8,"A"
"Porsche","Porsche","Cayenne GTS",3.6,6,"Auto(S8)",16,23,8,"A"
"Porsche","Porsche","Cayenne Platinum",3.6,6,"Auto(S8)",17,23,8,"A"
"Porsche","Porsche","Cayenne S",3.6,6,"Auto(S8)",17,24,8,"A"
"Porsche","Porsche","Cayenne Turbo",4.8,8,"Auto(S8)",14,21,8,"A"
"Porsche","Porsche","Cayenne Turbo S",4.8,8,"Auto(S8)",14,21,8,"A"
"Toyota","TOYOTA","4RUNNER 4WD",4,6,"Auto(S5)",17,20,5,"P"
"Toyota","TOYOTA","4RUNNER 4WD",4,6,"Auto(S5)",17,20,5,"A"
"Toyota","TOYOTA","HIGHLANDER AWD",3.5,6,"Auto(S8)",20,26,8,"A"
"Toyota","TOYOTA","HIGHLANDER AWD",3.5,6,"Auto(S8)",19,26,8,"A"
"Toyota","TOYOTA","HIGHLANDER AWD LE",3.5,6,"Auto(S8)",20,27,8,"A"
"Toyota","TOYOTA","HIGHLANDER HYBRID AWD",3.5,6,"Auto(AV-S6)",29,27,6,"A"
"Toyota","TOYOTA","HIGHLANDER HYBRID AWD LE Plus",3.5,6,"Auto(AV-S6)",30,28,6,"A"
"Toyota","TOYOTA","LAND CRUISER WAGON 4WD",5.7,8,"Auto(S8)",13,18,8,"4"
"Toyota","TOYOTA","SEQUOIA 4WD",5.7,8,"Auto(S6)",13,17,6,"P"
"Toyota","TOYOTA","SEQUOIA 4WD FFV",5.7,8,"Auto(S6)",13,17,6,"P"
"Volkswagen Group of","Volkswagen","Touareg",3.6,6,"Auto(S8)",17,23,8,"A"
"Volvo","Volvo Cars of North America, LLC","XC90 AWD",2,4,"Auto(S8)",22,25,8,"A"
"Volvo","Volvo Cars of North America, LLC","XC90 AWD",2,4,"Auto(S8)",20,25,8,"A"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
